URN,Rating,Inspection Date
109986,Good,20090617
109986,Good,20060704
109987,Outstanding,20110609
109987,Good,20080618
109988,Good,20141119
109988,Good,20101202
109988,Satisfactory,20070918
109989,Good,20140107
109989,Outstanding,20110323
109989,Good,20080318
109991,Good,20130307
109991,Satisfactory,20100519
109991,Good,20070710
109993,Good,20140625
109993,Requires Improvement,20121024
109993,Good,20080312
109994,Good,20190402
109994,Requires Improvement,20161208
109994,Requires Improvement,20141119
109994,Good,20091021
109994,Good,20070118
109995,Good,20160127
109995,Requires Improvement,20131022
109995,Good,20090623
109995,Good,20060523
109996,Requires Improvement,20180320
109996,Requires Improvement,20160302
109996,Good,20101206
109996,Satisfactory,20080605
109996,Inadequate,20070508
109997,Good,20101123
109997,Good,20080703
109999,Good,20130926
109999,Satisfactory,20120306
109999,Good,20061123
110002,Inadequate,20171017
110002,Inadequate,20141021
110002,Good,20090923
110002,Satisfactory,20061010
110003,Good,20151105
110003,Inadequate,20131121
110003,Satisfactory,20110912
110003,Satisfactory,20090706
110003,Good,20060607
110004,Good,20131127
110004,Satisfactory,20111019
110004,Satisfactory,20090514
110004,Satisfactory,20070306
110004,Inadequate,20050921
110005,Requires Improvement,20181002
110005,Good,20130919
110005,Good,20101115
110005,Satisfactory,20071129
110006,Good,20121211
110006,Good,20080319
110007,Good,20160504
110007,Requires Improvement,20140703
110007,Inadequate,20121211
110007,Good,20080128
110008,Good,20120229
110008,Good,20061005
110010,Good,20130612
110010,Good,20090930
110010,Good,20061211
110011,Good,20101110
110011,Good,20071115
110012,Good,20181031
110012,Outstanding,20120529
110012,Good,20070125
110013,Good,20150512
110013,Requires Improvement,20130514
110013,Good,20081111
110013,Good,20050920
110014,Good,20161012
110014,Requires Improvement,20141203
110014,Good,20110621
110014,Satisfactory,20071207
110015,Good,20110512
110015,Satisfactory,20080521
110016,Good,20110517
110016,Good,20071004
110017,Good,20120322
110017,Good,20061205
110018,Good,20140318
110018,Good,20090212
110018,Satisfactory,20060629
110019,Good,20160713
110019,Requires Improvement,20140225
110019,Good,20090514
110019,Good,20060711
110020,Good,20191210
110020,Outstanding,20070321
110021,Good,20120912
110021,Good,20071120
110022,Good,20150716
110022,Good,20091021
110022,Good,20060914
110023,Good,20130305
110023,Satisfactory,20110511
110023,Good,20080616
110024,Good,20140604
110024,Satisfactory,20120704
110024,Good,20080304
110025,Good,20141203
110025,Good,20110628
110025,Satisfactory,20080207
110026,Good,20130926
110026,Good,20090312
110026,Satisfactory,20050926
110027,Outstanding,20070705
110031,Outstanding,20090226
110031,Outstanding,20060123
110035,Good,20190319
110035,Outstanding,20080311
110037,Good,20111116
110037,Good,20090225
110037,Good,20051128
110038,Good,20120308
110038,Good,20061018
110041,Outstanding,20200211
110041,Good,20151014
110041,Requires Improvement,20130919
110041,Good,20081120
110041,Good,20051019
110048,Good,20140206
110048,Satisfactory,20120530
110048,Satisfactory,20090114
110048,Good,20051019
110049,Outstanding,20090121
110049,Good,20051130
110059,Good,20130703
110059,Outstanding,20100525
110059,Good,20070606
110060,Good,20170314
110060,Good,20130306
110060,Satisfactory,20100526
110060,Satisfactory,20070221
110062,Good,20171107
110062,Good,20131120
110062,Satisfactory,20120516
110062,Satisfactory,20081008
110063,Good,20140715
110063,Requires Improvement,20120912
110063,Outstanding,20090204
110063,Outstanding,20051116
110068,Good,20171121
110068,Good,20130910
110068,Satisfactory,20111003
110068,Satisfactory,20090318
110068,Good,20051102
110069,Good,20190514
110069,Requires Improvement,20170221
110069,Good,20130521
110069,Good,20090916
110069,Satisfactory,20070510
110071,Good,20160608
110071,Requires Improvement,20140625
110071,Requires Improvement,20120920
110071,Inadequate,20110608
110071,Satisfactory,20070926
110071,Inadequate,20060920
110078,Good,20171121
110078,Good,20130924
110078,Satisfactory,20120530
110078,Satisfactory,20081209
110084,Outstanding,20110929
110084,Good,20081210
110084,Good,20051123
110086,Good,20130625
110086,Outstanding,20100708
110086,Satisfactory,20070522
110089,Good,20150203
110089,Requires Improvement,20130321
110089,Satisfactory,20091203
110089,Good,20070110
110090,Outstanding,20190625
110090,Good,20131112
110090,Good,20080929
110093,Good,20110112
110093,Good,20080709
110094,Good,20120919
110094,Satisfactory,20110322
110094,Satisfactory,20080430
110095,Good,20110920
110095,Satisfactory,20090427
110095,Good,20060116
110102,Outstanding,20130606
110102,Good,20071121
110107,Good,20121121
110107,Satisfactory,20090916
110107,Satisfactory,20060913
110141,Good,20190313
110141,Good,20160426
110141,Good,20130521
110141,Good,20070612
110154,Satisfactory,20110112
110154,Good,20080116
110162,Good,20100526
110167,Good,20140311
110167,Good,20110202
110167,Good,20071114
110169,Good,20070320
110172,Good,20120118
110172,Good,20080617
110174,Outstanding,20101209
110174,Good,20071106
110175,Inadequate,20190226
110175,Good,20080513
110177,Outstanding,20080708
110178,Good,20170704
110178,Satisfactory,20120926
110178,Satisfactory,20090630
110180,Good,20160629
110180,Requires Improvement,20141007
110180,Outstanding,20140129
110180,Outstanding,20110629
110180,Good,20081210
110181,Good,20180227
110181,Inadequate,20170705
110181,Good,20130122
110181,Satisfactory,20110614
110181,Good,20080521
110182,Outstanding,20141007
110182,Good,20120711
110182,Good,20090304
110182,Good,20060614
110183,Good,20130306
110183,Good,20100504
110183,Satisfactory,20070522
110185,Inadequate,20170613
110185,Good,20130314
110185,Satisfactory,20091111
110185,Good,20070614
110186,Outstanding,20100915
110186,Outstanding,20070927
110187,Outstanding,20130702
110187,Outstanding,20080313
110189,Inadequate,20181113
110189,Good,20141015
110189,Good,20110922
110189,Good,20090430
110189,Satisfactory,20060619
110190,Good,20151111
110190,Inadequate,20131106
110190,Good,20110217
110190,Outstanding,20080513
110193,Good,20141022
110193,Good,20120529
110193,Good,20090326
110193,Satisfactory,20060314
110206,Good,20130522
110206,Good,20100713
110206,Good,20070710
110208,Requires Improvement,20191001
110208,Good,20150604
110208,Requires Improvement,20130604
110208,Good,20091104
110208,Good,20060919
110209,Outstanding,20100715
110209,Outstanding,20070522
110213,Outstanding,20140306
110213,Good,20090128
110213,Good,20060427
110214,Good,20130613
110214,Outstanding,20081007
110215,Good,20101125
110215,Good,20070925
110216,Good,20121018
110216,Satisfactory,20100705
110216,Good,20070606
110217,Good,20141009
110217,Good,20110322
110217,Good,20080708
110219,Good,20181010
110219,Good,20140916
110219,Requires Improvement,20121004
110219,Satisfactory,20101209
110219,Good,20080125
110222,Good,20130418
110222,Outstanding,20080623
110223,Outstanding,20120227
110223,Good,20090512
110223,Good,20060705
110225,Inadequate,20200108
110225,Good,20130227
110225,Satisfactory,20110518
110225,Satisfactory,20080430
110226,Good,20100927
110226,Good,20080515
110227,Outstanding,20141106
110227,Good,20100510
110227,Outstanding,20070613
110228,Good,20111201
110228,Good,20090618
110228,Good,20061011
110229,Outstanding,20091126
110229,Outstanding,20061002
110230,Outstanding,20160114
110230,Good,20100922
110230,Satisfactory,20071031
110231,Outstanding,20100930
110231,Good,20080114
110234,Good,20130508
110234,Good,20100125
110234,Satisfactory,20070125
110236,Requires Improvement,20180424
110236,Inadequate,20160114
110236,Good,20120223
110236,Satisfactory,20090401
110236,Good,20051012
110237,Outstanding,20120530
110237,Good,20090129
110237,Satisfactory,20051007
110239,Good,20160614
110239,Requires Improvement,20140521
110239,Requires Improvement,20120926
110239,Inadequate,20110623
110239,Good,20071119
110240,Good,20121127
110240,Satisfactory,20100921
110240,Good,20080205
110241,Outstanding,20110209
110241,Good,20080130
110242,Outstanding,20140123
110242,Good,20090519
110242,Good,20060706
110243,Good,20170208
110243,Good,20121018
110243,Good,20080327
110244,Outstanding,20111103
110244,Good,20070625
110247,Outstanding,20101020
110247,Good,20080509
110248,Good,20150701
110248,Good,20120207
110248,Satisfactory,20081021
110249,Good,20180117
110249,Requires Improvement,20160209
110249,Good,20110615
110249,Satisfactory,20080708
110252,Good,20120123
110252,Satisfactory,20081208
110253,Outstanding,20090603
110253,Good,20060509
110255,Good,20150212
110255,Good,20091209
110255,Good,20061109
110256,Good,20150312
110256,Good,20100615
110256,Good,20080227
110256,Inadequate,20060711
110257,Good,20190508
110257,Requires Improvement,20161206
110257,Good,20120223
110257,Good,20081124
110258,Inadequate,20161130
110258,Requires Improvement,20140708
110258,Requires Improvement,20121018
110258,Satisfactory,20110118
110258,Good,20080612
110260,Good,20130926
110260,Good,20090616
110260,Satisfactory,20060227
110261,Good,20131008
110261,Satisfactory,20110913
110261,Satisfactory,20090629
110261,Satisfactory,20060628
110265,Good,20140320
110265,Good,20090609
110265,Outstanding,20060523
110266,Good,20120201
110266,Satisfactory,20081014
110268,Good,20130417
110268,Good,20090203
110268,Good,20050920
110269,Outstanding,20131113
110269,Good,20081106
110269,Satisfactory,20050914
110270,Good,20130115
110270,Satisfactory,20110706
110270,Satisfactory,20080708
110271,Outstanding,20111102
110271,Good,20070627
110274,Requires Improvement,20180619
110274,Good,20140708
110274,Requires Improvement,20120911
110274,Satisfactory,20100317
110274,Good,20070305
110276,Good,20141015
110276,Requires Improvement,20121107
110276,Satisfactory,20100202
110276,Satisfactory,20070423
110277,Outstanding,20170607
110277,Good,20111011
110277,Good,20070227
110278,Good,20140612
110278,Requires Improvement,20121024
110278,Satisfactory,20100614
110278,Satisfactory,20070503
110279,Good,20180221
110279,Good,20140213
110279,Inadequate,20111110
110279,Satisfactory,20090618
110279,Satisfactory,20060502
110280,Good,20150625
110280,Inadequate,20130716
110280,Outstanding,20100310
110280,Good,20070117
110282,Outstanding,20130613
110282,Outstanding,20081105
110283,Good,20150121
110283,Good,20100202
110283,Satisfactory,20070110
110284,Good,20150617
110284,Requires Improvement,20130704
110284,Good,20090211
110284,Good,20051020
110286,Inadequate,20181009
110286,Good,20150624
110286,Requires Improvement,20130718
110286,Satisfactory,20110704
110286,Inadequate,20090709
110286,Satisfactory,20061011
110287,Outstanding,20200122
110287,Good,20150603
110287,Good,20120627
110287,Outstanding,20090701
110287,Satisfactory,20060503
110289,Requires Improvement,20180502
110289,Good,20140611
110289,Good,20091104
110289,Satisfactory,20061116
110290,Inadequate,20191105
110290,Good,20160322
110290,Requires Improvement,20131212
110290,Inadequate,20120301
110290,Satisfactory,20080916
110291,Good,20131008
110291,Good,20081002
110291,Good,20051213
110293,Good,20131211
110293,Outstanding,20100118
110293,Outstanding,20070323
110294,Outstanding,20140121
110294,Good,20090506
110294,Good,20060703
110297,Good,20110622
110297,Good,20071211
110298,Good,20150225
110298,Good,20100622
110298,Good,20070510
110299,Good,20120503
110299,Good,20090226
110299,Good,20051213
110300,Good,20120911
110300,Good,20071105
110303,Good,20100928
110303,Satisfactory,20080612
110304,Good,20150114
110304,Outstanding,20080312
110305,Good,20150311
110305,Outstanding,20081112
110309,Good,20171114
110309,Requires Improvement,20150303
110309,Outstanding,20110525
110309,Good,20070920
110313,Good,20190911
110313,Good,20151007
110313,Inadequate,20140115
110313,Satisfactory,20120620
110313,Satisfactory,20080925
110314,Good,20101130
110314,Satisfactory,20071204
110318,Good,20121127
110318,Satisfactory,20101130
110318,Satisfactory,20080129
110320,Good,20180228
110320,Good,20140401
110320,Satisfactory,20120319
110320,Good,20081126
110320,Good,20051013
110324,Requires Improvement,20171206
110324,Good,20131105
110324,Satisfactory,20120301
110324,Inadequate,20110112
110324,Good,20080125
110326,Good,20120319
110326,Satisfactory,20090506
110326,Satisfactory,20060621
110327,Good,20150115
110327,Requires Improvement,20130307
110327,Satisfactory,20100504
110327,Good,20070122
110328,Good,20130424
110328,Outstanding,20100518
110328,Good,20070606
110329,Outstanding,20140305
110329,Good,20090401
110329,Good,20051012
110330,Good,20141113
110330,Good,20101019
110330,Good,20070921
110332,Requires Improvement,20190129
110332,Good,20150205
110332,Good,20090929
110332,Satisfactory,20061113
110333,Good,20180626
110333,Outstanding,20080627
110335,Good,20140304
110335,Good,20090624
110335,Good,20060627
110336,Good,20191203
110336,Outstanding,20070207
110337,Inadequate,20160614
110337,Good,20121115
110337,Satisfactory,20100928
110337,Satisfactory,20071127
110338,Outstanding,20080929
110340,Good,20161005
110340,Requires Improvement,20140708
110340,Good,20101020
110340,Good,20080620
110342,Outstanding,20130521
110342,Outstanding,20081015
110343,Good,20130613
110343,Outstanding,20080204
110344,Good,20110329
110344,Good,20080211
110345,Good,20140213
110345,Satisfactory,20120625
110345,Good,20090203
110345,Satisfactory,20050928
110347,Good,20141202
110347,Requires Improvement,20121206
110347,Good,20071031
110351,Good,20140429
110351,Inadequate,20120503
110351,Good,20081007
110353,Good,20190108
110353,Outstanding,20090128
110354,Inadequate,20180918
110354,Requires Improvement,20160621
110354,Requires Improvement,20140611
110354,Inadequate,20121129
110354,Satisfactory,20100713
110354,Satisfactory,20070611
110354,Inadequate,20060315
110355,Good,20160921
110355,Requires Improvement,20140917
110355,Requires Improvement,20120920
110355,Satisfactory,20100706
110355,Satisfactory,20070618
110356,Good,20200115
110356,Good,20150715
110356,Good,20100203
110356,Good,20070423
110358,Good,20161020
110358,Requires Improvement,20140930
110358,Good,20090929
110358,Satisfactory,20061122
110359,Good,20140513
110359,Outstanding,20081007
110360,Good,20120919
110360,Satisfactory,20100629
110360,Satisfactory,20070521
110361,Inadequate,20180320
110361,Good,20110921
110361,Good,20090514
110361,Satisfactory,20060510
110363,Good,20130625
110363,Satisfactory,20110315
110363,Satisfactory,20071127
110365,Outstanding,20160302
110365,Good,20110113
110365,Satisfactory,20080507
110366,Good,20190611
110366,Good,20121108
110366,Satisfactory,20091208
110366,Inadequate,20081118
110366,Satisfactory,20050929
110367,Outstanding,20151124
110367,Requires Improvement,20131112
110367,Satisfactory,20111006
110367,Satisfactory,20090520
110367,Good,20060710
110368,Good,20120703
110368,Good,20080929
110369,Good,20131105
110369,Good,20111012
110369,Inadequate,20100209
110369,Satisfactory,20070319
110372,Good,20180710
110372,Good,20131205
110372,Satisfactory,20120116
110372,Satisfactory,20090603
110372,Satisfactory,20060510
110374,Good,20150129
110374,Requires Improvement,20130206
110374,Satisfactory,20091203
110374,Satisfactory,20070306
110375,Good,20130319
110375,Good,20110309
110375,Inadequate,20091020
110375,Satisfactory,20070221
110376,Good,20190123
110376,Outstanding,20110616
110376,Good,20080122
110379,Good,20140313
110379,Satisfactory,20120308
110379,Good,20080918
110380,Good,20191211
110380,Outstanding,20090212
110380,Good,20050921
110381,Good,20160309
110381,Requires Improvement,20131015
110381,Satisfactory,20110919
110381,Good,20090324
110381,Good,20050927
110382,Good,20141015
110382,Good,20091012
110382,Good,20060912
110384,Outstanding,20090612
110384,Outstanding,20060628
110385,Good,20130228
110385,Satisfactory,20100323
110385,Satisfactory,20070306
110388,Good,20130129
110388,Satisfactory,20110207
110388,Good,20080227
110391,Outstanding,20110201
110391,Satisfactory,20080522
110392,Good,20180626
110392,Requires Improvement,20160426
110392,Good,20110516
110392,Good,20070925
110393,Good,20130207
110393,Good,20080506
110394,Outstanding,20190625
110394,Good,20130625
110394,Outstanding,20091210
110394,Good,20070314
110395,Good,20140123
110395,Good,20110316
110395,Good,20080214
110398,Good,20120530
110398,Satisfactory,20080930
110399,Good,20111004
110399,Satisfactory,20090317
110399,Good,20051128
110400,Outstanding,20150115
110400,Good,20100204
110400,Outstanding,20070321
110401,Good,20190129
110401,Good,20150304
110401,Requires Improvement,20130117
110401,Satisfactory,20110609
110401,Inadequate,20100427
110401,Good,20070706
110403,Good,20141106
110403,Good,20101007
110403,Good,20080228
110404,Requires Improvement,20171213
110404,Good,20140701
110404,Requires Improvement,20121128
110404,Satisfactory,20091014
110404,Satisfactory,20070307
110405,Outstanding,20091012
110405,Outstanding,20070130
110406,Good,20180912
110406,Outstanding,20130606
110406,Outstanding,20080619
110407,Good,20150623
110407,Good,20100317
110407,Good,20070228
110408,Outstanding,20140304
110408,Good,20090615
110408,Good,20060516
110410,Good,20121213
110410,Good,20070925
110410,Outstanding,20051003
110411,Good,20180605
110411,Good,20130521
110411,Outstanding,20070501
110412,Good,20130227
110412,Good,20080428
110413,Good,20131112
110413,Good,20081208
110414,Good,20140319
110414,Good,20090625
110414,Good,20051013
110415,Outstanding,20190521
110415,Good,20140211
110415,Good,20090316
110415,Satisfactory,20050926
110416,Good,20150507
110416,Requires Improvement,20130521
110416,Outstanding,20061128
110417,Good,20150715
110417,Good,20100304
110417,Good,20070314
110419,Outstanding,20110505
110419,Outstanding,20071213
110420,Good,20150428
110420,Good,20091123
110420,Satisfactory,20061206
110421,Good,20160713
110421,Requires Improvement,20140624
110421,Good,20110125
110421,Outstanding,20061213
110422,Good,20150127
110422,Requires Improvement,20130206
110422,Good,20080206
110423,Good,20160428
110423,Requires Improvement,20131119
110423,Satisfactory,20111018
110423,Satisfactory,20090709
110423,Inadequate,20080204
110424,Good,20120530
110424,Good,20070322
110425,Outstanding,20090304
110425,Satisfactory,20051004
110426,Good,20190205
110426,Outstanding,20071213
110428,Good,20130919
110428,Good,20081016
110429,Good,20120918
110429,Good,20080326
110430,Outstanding,20110713
110430,Good,20080619
110431,Good,20140501
110431,Good,20110112
110431,Good,20071009
110432,Good,20130319
110432,Satisfactory,20090921
110432,Good,20061113
110433,Outstanding,20110329
110433,Good,20080124
110434,Good,20120305
110434,Good,20061212
110435,Good,20151118
110435,Requires Improvement,20131009
110435,Satisfactory,20120131
110435,Inadequate,20100315
110435,Good,20070118
110437,Good,20130702
110437,Good,20080922
110438,Good,20120423
110438,Outstanding,20080227
110439,Good,20140305
110439,Satisfactory,20120423
110439,Good,20080326
110440,Good,20111018
110440,Good,20090311
110440,Satisfactory,20050928
110441,Good,20130129
110441,Satisfactory,20110323
110441,Satisfactory,20080122
110442,Good,20130424
110442,Good,20100511
110442,Outstanding,20070625
110443,Good,20181002
110443,Requires Improvement,20160504
110443,Good,20110713
110443,Good,20071015
110444,Good,20110621
110444,Good,20080623
110445,Good,20150923
110445,Requires Improvement,20130917
110445,Satisfactory,20120321
110445,Good,20080916
110446,Outstanding,20070130
110447,Requires Improvement,20191112
110447,Requires Improvement,20170711
110447,Good,20130619
110447,Outstanding,20100525
110447,Satisfactory,20070514
110448,Good,20090923
110448,Satisfactory,20061107
110448,Inadequate,20050926
110449,Good,20121120
110449,Satisfactory,20100929
110449,Good,20080117
110450,Good,20161130
110450,Requires Improvement,20141106
110450,Good,20110321
110450,Good,20080205
110451,Good,20141112
110451,Good,20110621
110451,Good,20080623
110452,Good,20120927
110452,Satisfactory,20100505
110452,Outstanding,20070626
110454,Good,20130703
110454,Good,20081118
110455,Good,20110926
110455,Good,20090302
110457,Good,20110321
110457,Good,20080307
110459,Outstanding,20080522
110460,Good,20181113
110460,Good,20141014
110460,Requires Improvement,20121004
110460,Satisfactory,20100914
110460,Satisfactory,20080310
110461,Good,20121010
110461,Satisfactory,20110609
110461,Good,20080318
110462,Requires Improvement,20180509
110462,Good,20150603
110462,Good,20120614
110462,Good,20081124
110462,Satisfactory,20050922
110463,Good,20171003
110463,Good,20121004
110463,Good,20071108
110464,Good,20190129
110464,Good,20131203
110464,Good,20110314
110464,Good,20071106
110465,Good,20131119
110465,Good,20081107
110466,Good,20150210
110466,Inadequate,20130129
110466,Satisfactory,20100315
110466,Satisfactory,20070314
110467,Good,20190430
110467,Good,20150520
110467,Outstanding,20100913
110467,Good,20071018
110468,Good,20150514
110468,Good,20090915
110468,Outstanding,20061108
110469,Good,20191022
110469,Outstanding,20121129
110469,Good,20071004
110471,Outstanding,20130508
110471,Outstanding,20100623
110471,Good,20070508
110472,Inadequate,20190206
110472,Outstanding,20091208
110472,Good,20061003
110473,Good,20140924
110473,Requires Improvement,20120927
110473,Satisfactory,20091005
110473,Good,20061120
110475,Good,20141023
110475,Good,20110329
110475,Good,20080311
110476,Outstanding,20090324
110476,Outstanding,20060306
110477,Good,20170711
110477,Requires Improvement,20150212
110477,Good,20091112
110477,Good,20060912
110478,Good,20160504
110478,Requires Improvement,20140109
110478,Outstanding,20100616
110478,Good,20080509
110479,Good,20131204
110479,Satisfactory,20120426
110479,Good,20060925
110480,Outstanding,20100311
110480,Satisfactory,20070305
110481,Good,20140319
110481,Satisfactory,20120430
110481,Good,20090331
110481,Satisfactory,20051206
110482,Good,20150311
110482,Good,20100512
110482,Satisfactory,20070516
110483,Outstanding,20131015
110483,Good,20080909
110484,Good,20160209
110484,Requires Improvement,20131211
110484,Satisfactory,20111103
110484,Satisfactory,20090617
110484,Inadequate,20080304
110484,Inadequate,20070110
110488,Requires Improvement,20180116
110488,Requires Improvement,20151215
110488,Good,20111110
110488,Satisfactory,20090513
110488,Satisfactory,20060426
110490,Good,20131126
110490,Satisfactory,20120320
110490,Inadequate,20100922
110490,Satisfactory,20071205
110497,Requires Improvement,20180123
110497,Requires Improvement,20151125
110497,Inadequate,20131008
110497,Satisfactory,20111011
110497,Satisfactory,20081112
110500,Good,20140703
110500,Requires Improvement,20121002
110500,Satisfactory,20100317
110500,Satisfactory,20070110
110516,Good,20190115
110516,Good,20131024
110516,Good,20100929
110516,Satisfactory,20071010
110517,Good,20160315
110517,Requires Improvement,20131205
110517,Outstanding,20080910
110517,Outstanding,20050928
110518,Good,20191203
110518,Good,20150128
110518,Requires Improvement,20130207
110518,Good,20071102
110519,Good,20160517
110519,Good,20120516
110519,Satisfactory,20090225
110519,Satisfactory,20051011
110522,Good,20150115
110522,Good,20100210
110522,Satisfactory,20070125
110523,Outstanding,20120319
110523,Good,20070501
110524,Good,20130213
110524,Satisfactory,20110315
110524,Satisfactory,20071106
110531,Good,20140702
110531,Requires Improvement,20121016
110531,Satisfactory,20110609
110531,Inadequate,20100526
110531,Satisfactory,20070425
110532,Good,20200128
110532,Requires Improvement,20170921
110532,Requires Improvement,20151103
110532,Good,20111123
110532,Good,20091007
110532,Inadequate,20080130
110532,Satisfactory,20051123
110533,Good,20160707
110533,Requires Improvement,20140424
110533,Requires Improvement,20121010
110533,Satisfactory,20090916
110533,Satisfactory,20061115
110536,Outstanding,20090617
110557,Good,20180509
110557,Requires Improvement,20160614
110557,Good,20120704
110558,Good,20121114
110564,Good,20200114
110564,Good,20170613
110564,Requires Improvement,20150317
110564,Outstanding,20121113
110570,Good,20130917
110570,Good,20100519
110570,Good,20070522
110571,Good,20070110
110575,Outstanding,20190122
110575,Good,20140313
110575,Good,20110609
110575,Satisfactory,20071106
110576,Good,20131127
110576,Inadequate,20120503
110576,Good,20090617
110576,Satisfactory,20060502
110578,Good,20190108
110578,Good,20140605
110578,Inadequate,20121204
110578,Satisfactory,20100203
110578,Satisfactory,20060927
110579,Outstanding,20141105
110579,Requires Improvement,20121121
110579,Good,20091208
110579,Good,20070510
110580,Good,20180509
110580,Good,20150624
110580,Requires Improvement,20130627
110580,Good,20110706
110580,Good,20080313
110581,Good,20141120
110581,Good,20120111
110581,Outstanding,20081007
110581,Good,20051018
110582,Good,20190515
110582,Good,20140327
110582,Outstanding,20110322
110582,Good,20071122
110584,Good,20120627
110584,Good,20090113
110584,Good,20051215
110585,Outstanding,20140327
110585,Outstanding,20090212
110585,Outstanding,20060207
110587,Outstanding,20131127
110587,Outstanding,20081201
110587,Outstanding,20050927
110588,Requires Improvement,20181129
110588,Good,20141120
110588,Outstanding,20100517
110588,Outstanding,20070705
110592,Good,20180208
110592,Good,20130516
110592,Good,20100323
110592,Good,20060918
110602,Good,20120705
110602,Outstanding,20071212
110603,Good,20110926
110603,Good,20090429
110603,Good,20060426
110604,Good,20170503
110604,Requires Improvement,20150324
110604,Good,20120531
110604,Outstanding,20080909
110604,Outstanding,20051116
110605,Good,20161207
110605,Requires Improvement,20150211
110605,Good,20120510
110605,Good,20090326
110605,Outstanding,20051129
110606,Good,20170504
110606,Good,20130221
110606,Good,20071101
110607,Good,20171101
110607,Requires Improvement,20151118
110607,Good,20100914
110607,Good,20080514
110608,Good,20120528
110608,Good,20070911
110610,Good,20160928
110610,Requires Improvement,20141105
110610,Good,20100624
110610,Satisfactory,20070115
110611,Good,20130124
110611,Good,20080311
110612,Good,20140313
110612,Good,20090706
110612,Good,20060705
110614,Good,20160308
110614,Requires Improvement,20131114
110614,Satisfactory,20120426
110614,Outstanding,20061109
110615,Good,20100929
110615,Satisfactory,20071108
110616,Good,20130320
110616,Good,20071120
110617,Good,20120618
110617,Good,20071205
110619,Good,20130626
110619,Inadequate,20120306
110619,Good,20080925
110620,Good,20190313
110620,Outstanding,20061031
110621,Good,20160223
110621,Requires Improvement,20131203
110621,Outstanding,20071001
110622,Good,20180110
110622,Requires Improvement,20151202
110622,Good,20120426
110622,Good,20071213
110625,Good,20130912
110625,Good,20081127
110625,Good,20050914
110626,Good,20180130
110626,Requires Improvement,20151208
110626,Good,20111107
110626,Satisfactory,20090310
110626,Satisfactory,20060206
110627,Requires Improvement,20190618
110627,Good,20140319
110627,Satisfactory,20120619
110627,Good,20070319
110630,Requires Improvement,20180313
110630,Good,20140122
110630,Good,20090427
110630,Good,20060608
110631,Good,20110929
110631,Good,20090311
110631,Good,20060227
110632,Good,20171010
110632,Outstanding,20090318
110632,Good,20051206
110633,Requires Improvement,20180703
110633,Good,20140604
110633,Good,20091118
110633,Good,20070321
110634,Inadequate,20170523
110634,Good,20130508
110634,Satisfactory,20110315
110634,Inadequate,20100125
110634,Good,20061019
110635,Good,20121114
110635,Good,20080207
110637,Good,20150303
110637,Requires Improvement,20130306
110637,Satisfactory,20110613
110637,Satisfactory,20071031
110638,Good,20151006
110638,Requires Improvement,20130919
110638,Satisfactory,20111117
110638,Satisfactory,20090302
110638,Satisfactory,20060302
110641,Requires Improvement,20180509
110641,Good,20141209
110641,Requires Improvement,20121212
110641,Satisfactory,20100928
110641,Good,20080109
110643,Requires Improvement,20171107
110643,Good,20140701
110643,Requires Improvement,20121010
110643,Satisfactory,20091013
110643,Good,20070611
110644,Good,20121114
110644,Satisfactory,20091117
110644,Satisfactory,20070621
110645,Good,20160120
110645,Requires Improvement,20131010
110645,Satisfactory,20111208
110645,Good,20090129
110645,Good,20051201
110649,Good,20160309
110649,Requires Improvement,20131022
110649,Satisfactory,20120112
110649,Good,20081119
110649,Good,20051107
110657,Good,20131121
110657,Good,20080909
110657,Good,20050919
110658,Good,20140605
110658,Good,20100610
110658,Good,20070625
110663,Good,20180308
110663,Good,20140115
110663,Good,20101118
110663,Satisfactory,20080304
110664,Good,20140319
110664,Outstanding,20110214
110664,Good,20080131
110665,Good,20151020
110665,Requires Improvement,20131002
110665,Good,20110707
110665,Good,20080514
110666,Good,20170321
110666,Good,20130606
110666,Satisfactory,20100615
110666,Good,20070123
110668,Good,20130123
110668,Satisfactory,20100303
110668,Satisfactory,20061213
110669,Good,20120423
110669,Good,20090318
110669,Good,20060111
110671,Good,20180116
110671,Requires Improvement,20160524
110671,Requires Improvement,20140204
110671,Satisfactory,20120614
110671,Good,20080109
110673,Good,20131121
110673,Satisfactory,20120425
110673,Good,20080716
110676,Requires Improvement,20200213
110676,Requires Improvement,20171101
110676,Good,20131010
110676,Good,20090210
110676,Good,20060426
110679,Good,20141008
110679,Good,20110609
110679,Good,20080428
110680,Good,20140227
110680,Good,20090225
110680,Good,20051122
110682,Inadequate,20181113
110682,Good,20141210
110682,Good,20100225
110682,Satisfactory,20061207
110683,Good,20111124
110683,Satisfactory,20080923
110683,Inadequate,20070704
110685,Good,20140327
110685,Inadequate,20120621
110685,Outstanding,20080618
110687,Good,20140715
110687,Requires Improvement,20130221
110687,Satisfactory,20110608
110687,Good,20080303
110689,Inadequate,20180605
110689,Requires Improvement,20160302
110689,Requires Improvement,20140304
110689,Good,20090302
110689,Good,20051124
110690,Good,20130509
110690,Outstanding,20091116
110690,Good,20070306
110691,Good,20190911
110691,Requires Improvement,20170510
110691,Outstanding,20110922
110691,Outstanding,20081125
110691,Good,20051102
110692,Good,20130516
110692,Good,20091214
110692,Good,20061120
110693,Good,20121009
110693,Good,20080506
110698,Good,20171101
110698,Outstanding,20111110
